product_id,category,sub_category,product_name
"Furniture_Tables_SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
"Office Supplies_Paper_White GlueTop Scratch Pads","Office Supplies",Paper,"White GlueTop Scratch Pads"
"Office Supplies_Appliances_Holmes HEPA Air Purifier","Office Supplies",Appliances,"Holmes HEPA Air Purifier"
"Technology_Accessories_TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
"Office Supplies_Paper_Xerox 231","Office Supplies",Paper,"Xerox 231"
"Furniture_Tables_Hon 2111 Invitation Series Straight Table",Furniture,Tables,"Hon 2111 Invitation Series Straight Table"
"Office Supplies_Paper_Xerox 1962","Office Supplies",Paper,"Xerox 1962"
"Technology_Phones_Wilson Electronics DB Pro Signal Booster",Technology,Phones,"Wilson Electronics DB Pro Signal Booster"
"Furniture_Bookcases_Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
"Office Supplies_Binders_DXL Angle-View Binders with Locking Rings, Black","Office Supplies",Binders,"DXL Angle-View Binders with Locking Rings, Black"
"Furniture_Bookcases_Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
"Furniture_Furnishings_Advantus Panel Wall Certificate Holder - 8.5x11",Furniture,Furnishings,"Advantus Panel Wall Certificate Holder - 8.5x11"
"Office Supplies_Labels_Avery 478","Office Supplies",Labels,"Avery 478"
"Office Supplies_Binders_Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","Office Supplies",Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity"
"Office Supplies_Storage_Recycled Steel Personal File for Standard File Folders","Office Supplies",Storage,"Recycled Steel Personal File for Standard File Folders"
"Office Supplies_Art_Blackstonian Pencils","Office Supplies",Art,"Blackstonian Pencils"
"Office Supplies_Paper_Xerox 1919","Office Supplies",Paper,"Xerox 1919"
"Office Supplies_Paper_Tops Wirebound Message Log Books","Office Supplies",Paper,"Tops Wirebound Message Log Books"
"Technology_Phones_AT&T CL82213",Technology,Phones,"AT&T CL82213"
"Technology_Accessories_Maxell LTO Ultrium - 800 GB",Technology,Accessories,"Maxell LTO Ultrium - 800 GB"
"Furniture_Chairs_Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",Furniture,Chairs,"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat"
"Office Supplies_Art_Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","Office Supplies",Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
"Technology_Phones_GE 30522EE2",Technology,Phones,"GE 30522EE2"
"Office Supplies_Paper_Ink Jet Note and Greeting Cards, 8-1/2" x 5-1/2" Card Size","Office Supplies",Paper,"Ink Jet Note and Greeting Cards, 8-1/2" x 5-1/2" Card Size"
"Technology_Accessories_Logitech Wireless Marathon Mouse M705",Technology,Accessories,"Logitech Wireless Marathon Mouse M705"
"Technology_Phones_Mediabridge Sport Armband iPhone 5s",Technology,Phones,"Mediabridge Sport Armband iPhone 5s"
"Furniture_Furnishings_DAX Cubicle Frames - 8x10",Furniture,Furnishings,"DAX Cubicle Frames - 8x10"
"Office Supplies_Paper_Xerox 1929","Office Supplies",Paper,"Xerox 1929"
"Office Supplies_Labels_Avery 501","Office Supplies",Labels,"Avery 501"
"Office Supplies_Labels_Avery 513","Office Supplies",Labels,"Avery 513"
"Office Supplies_Appliances_Harmony Air Purifier","Office Supplies",Appliances,"Harmony Air Purifier"
"Furniture_Furnishings_Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black"
"Office Supplies_Appliances_Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","Office Supplies",Appliances,"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room"
"Furniture_Chairs_Global Stack Chair with Arms, Black",Furniture,Chairs,"Global Stack Chair with Arms, Black"
"Office Supplies_Paper_Xerox 206","Office Supplies",Paper,"Xerox 206"
"Furniture_Furnishings_Seth Thomas 14" Day/Date Wall Clock",Furniture,Furnishings,"Seth Thomas 14" Day/Date Wall Clock"
"Technology_Phones_Samsung Galaxy S4 Mini",Technology,Phones,"Samsung Galaxy S4 Mini"
"Technology_Phones_Apple iPhone 5",Technology,Phones,"Apple iPhone 5"
"Technology_Phones_Polycom VVX 310 VoIP phone",Technology,Phones,"Polycom VVX 310 VoIP phone"
"Technology_Machines_Bady BDG101FRU Card Printer",Technology,Machines,"Bady BDG101FRU Card Printer"
"Office Supplies_Paper_Xerox 1998","Office Supplies",Paper,"Xerox 1998"
"Office Supplies_Appliances_Honeywell Quietcare HEPA Air Cleaner","Office Supplies",Appliances,"Honeywell Quietcare HEPA Air Cleaner"
"Furniture_Chairs_Hon Olson Stacker Stools",Furniture,Chairs,"Hon Olson Stacker Stools"
"Furniture_Furnishings_Dana Fluorescent Magnifying Lamp, White, 36"",Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""
"Furniture_Furnishings_Flat Face Poster Frame",Furniture,Furnishings,"Flat Face Poster Frame"
"Office Supplies_Storage_Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","Office Supplies",Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
"Office Supplies_Paper_Xerox 1981","Office Supplies",Paper,"Xerox 1981"
"Office Supplies_Paper_Tops White Computer Printout Paper","Office Supplies",Paper,"Tops White Computer Printout Paper"
"Office Supplies_Binders_Wilson Jones Elliptical Ring 3 1/2" Capacity Binders, 800 sheets","Office Supplies",Binders,"Wilson Jones Elliptical Ring 3 1/2" Capacity Binders, 800 sheets"
"Technology_Phones_Classic Ivory Antique Telephone ZL1810",Technology,Phones,"Classic Ivory Antique Telephone ZL1810"
"Furniture_Bookcases_Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
"Furniture_Furnishings_Executive Impressions 8-1/2" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,"Executive Impressions 8-1/2" Career Panel/Partition Cubicle Clock"
"Technology_Phones_Jabra SPEAK 410 Multidevice Speakerphone",Technology,Phones,"Jabra SPEAK 410 Multidevice Speakerphone"
"Office Supplies_Paper_Xerox 211","Office Supplies",Paper,"Xerox 211"
"Office Supplies_Storage_Tennsco Industrial Shelving","Office Supplies",Storage,"Tennsco Industrial Shelving"
"Office Supplies_Art_Newell 334","Office Supplies",Art,"Newell 334"
"Furniture_Tables_Hon 30" x 60" Table with Locking Drawer",Furniture,Tables,"Hon 30" x 60" Table with Locking Drawer"
"Furniture_Tables_Safco Drafting Table",Furniture,Tables,"Safco Drafting Table"
"Office Supplies_Labels_Avery 510","Office Supplies",Labels,"Avery 510"
"Furniture_Furnishings_Ultra Door Pull Handle",Furniture,Furnishings,"Ultra Door Pull Handle"
"Office Supplies_Art_Avery Hi-Liter Fluorescent Desk Style Markers","Office Supplies",Art,"Avery Hi-Liter Fluorescent Desk Style Markers"
"Office Supplies_Paper_IBM Multi-Purpose Copy Paper, 8 1/2 x 11", Case","Office Supplies",Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11", Case"
"Office Supplies_Art_Newell 309","Office Supplies",Art,"Newell 309"
"Office Supplies_Binders_GBC DocuBind TL300 Electric Binding System","Office Supplies",Binders,"GBC DocuBind TL300 Electric Binding System"
"Office Supplies_Envelopes_Jiffy Padded Mailers with Self-Seal Closure","Office Supplies",Envelopes,"Jiffy Padded Mailers with Self-Seal Closure"
"Office Supplies_Binders_GBC DocuBind 200 Manual Binding Machine","Office Supplies",Binders,"GBC DocuBind 200 Manual Binding Machine"
"Technology_Phones_SKILCRAFT Telephone Shoulder Rest, 2" x 6.5" x 2.5", Black",Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2" x 6.5" x 2.5", Black"
"Furniture_Chairs_Global Comet Stacking Armless Chair",Furniture,Chairs,"Global Comet Stacking Armless Chair"
"Office Supplies_Binders_Pressboard Hanging Data Binders for Unburst Sheets","Office Supplies",Binders,"Pressboard Hanging Data Binders for Unburst Sheets"
"Furniture_Furnishings_Hand-Finished Solid Wood Document Frame",Furniture,Furnishings,"Hand-Finished Solid Wood Document Frame"
"Furniture_Furnishings_DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
"Office Supplies_Paper_Xerox 1891","Office Supplies",Paper,"Xerox 1891"
"Technology_Machines_Hewlett-Packard Deskjet 5550 Printer",Technology,Machines,"Hewlett-Packard Deskjet 5550 Printer"
"Office Supplies_Labels_Avery 474","Office Supplies",Labels,"Avery 474"
"Technology_Phones_Panasonic KX T7736-B Digital phone",Technology,Phones,"Panasonic KX T7736-B Digital phone"
"Office Supplies_Binders_GBC DocuBind TL200 Manual Binding Machine","Office Supplies",Binders,"GBC DocuBind TL200 Manual Binding Machine"
"Furniture_Chairs_Global Commerce Series Low-Back Swivel/Tilt Chairs",Furniture,Chairs,"Global Commerce Series Low-Back Swivel/Tilt Chairs"
"Technology_Phones_Cisco SPA 502G IP Phone",Technology,Phones,"Cisco SPA 502G IP Phone"
"Technology_Phones_Avaya 4621SW VoIP phone",Technology,Phones,"Avaya 4621SW VoIP phone"
"Office Supplies_Paper_Xerox 214","Office Supplies",Paper,"Xerox 214"
"Technology_Phones_Motorola Moto X",Technology,Phones,"Motorola Moto X"
"Furniture_Bookcases_O'Sullivan 2-Shelf Heavy-Duty Bookcases",Furniture,Bookcases,"O'Sullivan 2-Shelf Heavy-Duty Bookcases"
"Technology_Accessories_Enermax Briskie RF Wireless Keyboard and Mouse Combo",Technology,Accessories,"Enermax Briskie RF Wireless Keyboard and Mouse Combo"
"Office Supplies_Binders_GBC Twin Loop Wire Binding Elements","Office Supplies",Binders,"GBC Twin Loop Wire Binding Elements"
"Office Supplies_Storage_Perma STOR-ALL Hanging File Box, 13 1/8"W x 12 1/4"D x 10 1/2"H","Office Supplies",Storage,"Perma STOR-ALL Hanging File Box, 13 1/8"W x 12 1/4"D x 10 1/2"H"
"Office Supplies_Art_BIC Brite Liner Grip Highlighters","Office Supplies",Art,"BIC Brite Liner Grip Highlighters"
"Technology_Accessories_WD My Passport Ultra 2TB Portable External Hard Drive",Technology,Accessories,"WD My Passport Ultra 2TB Portable External Hard Drive"
"Office Supplies_Appliances_Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","Office Supplies",Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
"Technology_Accessories_Imation Clip USB flash drive - 8 GB",Technology,Accessories,"Imation Clip USB flash drive - 8 GB"
"Office Supplies_Binders_Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","Office Supplies",Binders,"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders"
"Office Supplies_Appliances_Acco 6 Outlet Guardian Standard Surge Suppressor","Office Supplies",Appliances,"Acco 6 Outlet Guardian Standard Surge Suppressor"
"Office Supplies_Supplies_Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8" Cut, 8"L","Office Supplies",Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8" Cut, 8"L"
"Office Supplies_Binders_Avery Heavy-Duty EZD View Binder with Locking Rings","Office Supplies",Binders,"Avery Heavy-Duty EZD View Binder with Locking Rings"
"Technology_Accessories_Belkin Standard 104 key USB Keyboard",Technology,Accessories,"Belkin Standard 104 key USB Keyboard"
"Technology_Phones_Avaya IP Phone 1140E VoIP phone",Technology,Phones,"Avaya IP Phone 1140E VoIP phone"
"Furniture_Chairs_Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
"Office Supplies_Art_Newell 321","Office Supplies",Art,"Newell 321"
"Technology_Phones_Jabra Supreme Plus Driver Edition Headset",Technology,Phones,"Jabra Supreme Plus Driver Edition Headset"
"Office Supplies_Binders_Binder Posts","Office Supplies",Binders,"Binder Posts"
"Furniture_Tables_Bevis Round Conference Table Top & Single Column Base",Furniture,Tables,"Bevis Round Conference Table Top & Single Column Base"
"Office Supplies_Paper_Xerox 1978","Office Supplies",Paper,"Xerox 1978"
"Office Supplies_Art_Eldon Spacemaker Box, Quick-Snap Lid, Clear","Office Supplies",Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
"Office Supplies_Fasteners_Plymouth Boxed Rubber Bands by Plymouth","Office Supplies",Fasteners,"Plymouth Boxed Rubber Bands by Plymouth"
"Office Supplies_Appliances_3.6 Cubic Foot Counter Height Office Refrigerator","Office Supplies",Appliances,"3.6 Cubic Foot Counter Height Office Refrigerator"
"Furniture_Bookcases_O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
"Office Supplies_Storage_Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","Office Supplies",Storage,"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black"
"Office Supplies_Paper_Southworth Parchment Paper & Envelopes","Office Supplies",Paper,"Southworth Parchment Paper & Envelopes"
"Office Supplies_Storage_Tennsco Lockers, Sand","Office Supplies",Storage,"Tennsco Lockers, Sand"
"Office Supplies_Paper_Xerox 1922","Office Supplies",Paper,"Xerox 1922"
"Office Supplies_Binders_GBC Personal VeloBind Strips","Office Supplies",Binders,"GBC Personal VeloBind Strips"
"Furniture_Chairs_Novimex Fabric Task Chair",Furniture,Chairs,"Novimex Fabric Task Chair"
"Furniture_Furnishings_Master Big Foot Doorstop, Beige",Furniture,Furnishings,"Master Big Foot Doorstop, Beige"
"Technology_Accessories_Microsoft Wireless Mobile Mouse 4000",Technology,Accessories,"Microsoft Wireless Mobile Mouse 4000"
"Office Supplies_Storage_Letter/Legal File Tote with Clear Snap-On Lid, Black Granite","Office Supplies",Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
"Office Supplies_Binders_Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"","Office Supplies",Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""
"Office Supplies_Paper_Xerox 1952","Office Supplies",Paper,"Xerox 1952"
"Office Supplies_Binders_Fellowes Twister Kit, Gray/Clear, 3/pkg","Office Supplies",Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
"Technology_Accessories_Plantronics Audio 478 Stereo USB Headset",Technology,Accessories,"Plantronics Audio 478 Stereo USB Headset"
"Furniture_Tables_Hon 94000 Series Round Tables",Furniture,Tables,"Hon 94000 Series Round Tables"
"Technology_Accessories_Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",Technology,Accessories,"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard"
"Technology_Phones_Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
"Office Supplies_Paper_Computer Printout Paper with Letter-Trim Perforations","Office Supplies",Paper,"Computer Printout Paper with Letter-Trim Perforations"
"Office Supplies_Labels_Avery 52","Office Supplies",Labels,"Avery 52"
"Office Supplies_Fasteners_Translucent Push Pins by OIC","Office Supplies",Fasteners,"Translucent Push Pins by OIC"
"Office Supplies_Labels_Avery 507","Office Supplies",Labels,"Avery 507"
"Office Supplies_Art_Newell 349","Office Supplies",Art,"Newell 349"
"Office Supplies_Binders_GBC DocuBind P50 Personal Binding Machine","Office Supplies",Binders,"GBC DocuBind P50 Personal Binding Machine"
"Office Supplies_Art_Boston KS Multi-Size Manual Pencil Sharpener","Office Supplies",Art,"Boston KS Multi-Size Manual Pencil Sharpener"
"Office Supplies_Storage_Tennsco 6- and 18-Compartment Lockers","Office Supplies",Storage,"Tennsco 6- and 18-Compartment Lockers"
"Office Supplies_Paper_Xerox 1888","Office Supplies",Paper,"Xerox 1888"
"Office Supplies_Art_Newell 308","Office Supplies",Art,"Newell 308"
"Technology_Phones_Polycom SoundStation2 EX Conference phone",Technology,Phones,"Polycom SoundStation2 EX Conference phone"
"Office Supplies_Storage_Mobile Personal File Cube","Office Supplies",Storage,"Mobile Personal File Cube"
"Furniture_Bookcases_DMI Eclipse Executive Suite Bookcases",Furniture,Bookcases,"DMI Eclipse Executive Suite Bookcases"
"Office Supplies_Envelopes_Quality Park Security Envelopes","Office Supplies",Envelopes,"Quality Park Security Envelopes"
"Technology_Phones_Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
"Furniture_Furnishings_DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
"Office Supplies_Appliances_Acco 6 Outlet Guardian Basic Surge Suppressor","Office Supplies",Appliances,"Acco 6 Outlet Guardian Basic Surge Suppressor"
"Office Supplies_Art_Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies",Art,"Sanford Colorific Scented Colored Pencils, 12/Pack"
"Office Supplies_Paper_Message Book, Phone, Wirebound Standard Line Memo, 2 3/4" X 5"","Office Supplies",Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4" X 5""
"Technology_Phones_Motorla HX550 Universal Bluetooth Headset",Technology,Phones,"Motorla HX550 Universal Bluetooth Headset"
"Furniture_Furnishings_Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
"Office Supplies_Supplies_Acme Office Executive Series Stainless Steel Trimmers","Office Supplies",Supplies,"Acme Office Executive Series Stainless Steel Trimmers"
"Furniture_Tables_Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables",Furniture,Tables,"Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables"
"Technology_Phones_Spigen Samsung Galaxy S5 Case Wallet",Technology,Phones,"Spigen Samsung Galaxy S5 Case Wallet"
"Office Supplies_Art_Newell 33","Office Supplies",Art,"Newell 33"
"Office Supplies_Art_Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop","Office Supplies",Art,"Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop"
